Amostra,Cellulose,Hemicellulose,Lignin,Solids_Loading,Enzyme_Loading,Time_h,Glucose_Real,Xylose_Real,Cellobiose_Real,Glucose_Pred,Xylose_Pred,Cellobiose_Pred,Glucose_AE,Xylose_AE,Cellobiose_AE,Glucose_RE,Xylose_RE,Cellobiose_RE,Total_AE
41,0.615000,0.105000,0.279000,87.555000,0.533000,24.000000,29.332000,7.596000,0.448000,29.303978,7.348450,0.428155,0.028022,0.247550,0.019845,0.095534,3.258956,4.429793,0.295418
42,0.615000,0.105000,0.279000,87.555000,0.533000,48.000000,36.350000,8.513000,0.262000,33.063393,7.787070,0.348188,3.286607,0.725930,0.086188,9.041561,8.527308,32.896029,4.098725
43,0.615000,0.105000,0.279000,87.555000,0.533000,72.000000,40.466000,8.941000,0.170000,36.794601,8.134533,0.282878,3.671399,0.806467,0.112878,9.072798,9.019876,66.398637,4.590743
44,0.615000,0.105000,0.279000,87.555000,0.533000,96.000000,43.251000,9.200000,0.119000,40.525814,8.481997,0.217568,2.725186,0.718003,0.098568,6.300862,7.804375,82.830248,3.541756
45,0.603000,0.105000,0.291000,168.770000,0.792000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
46,0.603000,0.105000,0.291000,168.770000,0.792000,1.000000,14.711000,4.997000,0.852000,13.533062,5.031659,0.928195,1.177938,0.034659,0.076195,8.007192,0.693589,8.943075,1.288792
47,0.603000,0.105000,0.291000,168.770000,0.792000,2.000000,18.958000,7.116000,1.168000,19.860477,6.595499,1.178821,0.902477,0.520501,0.010821,4.760404,7.314516,0.926422,1.433799
48,0.603000,0.105000,0.291000,168.770000,0.792000,4.000000,24.580000,9.520000,1.528000,28.296286,9.285728,1.533249,3.716286,0.234272,0.005249,15.119144,2.460846,0.343546,3.955808
49,0.603000,0.105000,0.291000,168.770000,0.792000,6.000000,28.733000,10.951000,1.733000,31.629105,10.245116,1.668725,2.896105,0.705884,0.064275,10.079367,6.445838,3.708872,3.666263
50,0.603000,0.105000,0.291000,168.770000,0.792000,8.000000,32.156000,11.938000,1.858000,36.240746,10.622104,1.770232,4.084746,1.315896,0.087768,12.702903,11.022753,4.723778,5.488410
51,0.603000,0.105000,0.291000,168.770000,0.792000,12.000000,37.742000,13.249000,1.978000,43.193642,12.345740,1.893229,5.451642,0.903260,0.084771,14.444496,6.817569,4.285710,6.439673
52,0.603000,0.105000,0.291000,168.770000,0.792000,24.000000,49.490000,15.197000,1.917000,52.181320,13.695630,1.702377,2.691320,1.501370,0.214623,5.438109,9.879384,11.195764,4.407313
53,0.603000,0.105000,0.291000,168.770000,0.792000,48.000000,63.527000,16.731000,1.426000,64.297096,15.097173,1.369153,0.770096,1.633827,0.056847,1.212235,9.765270,3.986464,2.460770
54,0.603000,0.105000,0.291000,168.770000,0.792000,72.000000,72.107000,17.447000,1.013000,74.558487,16.073687,0.915594,2.451487,1.373313,0.097406,3.399791,7.871344,9.615628,3.922207
55,0.603000,0.105000,0.291000,168.770000,0.792000,96.000000,78.001000,17.883000,0.730000,80.722481,16.350519,0.791069,2.721481,1.532481,0.061069,3.489033,8.569484,8.365670,4.315031
56,0.621000,0.113000,0.266000,83.693000,0.454000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
57,0.621000,0.113000,0.266000,83.693000,0.454000,1.000000,8.061000,2.212000,0.351000,5.110764,1.484590,0.336680,2.950236,0.727410,0.014320,36.598883,32.884717,4.079655,3.691966
58,0.621000,0.113000,0.266000,83.693000,0.454000,2.000000,10.398000,3.287000,0.469000,7.308100,2.745042,0.397596,3.089900,0.541958,0.071404,29.716289,16.487927,15.224835,3.703262
59,0.621000,0.113000,0.266000,83.693000,0.454000,4.000000,13.392000,4.580000,0.584000,12.042576,5.073812,0.484033,1.349424,0.493812,0.099967,10.076345,10.781922,17.117721,1.943204
60,0.621000,0.113000,0.266000,83.693000,0.454000,6.000000,15.553000,5.382000,0.636000,15.006887,5.749396,0.522850,0.546113,0.367396,0.113150,3.511300,6.826381,17.790856,1.026658
61,0.621000,0.113000,0.266000,83.693000,0.454000,8.000000,17.310000,5.948000,0.657000,17.654011,6.268618,0.587856,0.344011,0.320618,0.069144,1.987353,5.390343,10.524184,0.733772
62,0.621000,0.113000,0.266000,83.693000,0.454000,12.000000,20.142000,6.713000,0.656000,21.164133,6.905818,0.606384,1.022133,0.192818,0.049616,5.074635,2.872314,7.563345,1.264567
63,0.621000,0.113000,0.266000,83.693000,0.454000,24.000000,25.990000,7.871000,0.551000,26.242891,7.729505,0.530200,0.252891,0.141495,0.020800,0.973033,1.797674,3.774997,0.415186
64,0.621000,0.113000,0.266000,83.693000,0.454000,48.000000,32.840000,8.788000,0.349000,30.363626,7.979776,0.396384,2.476374,0.808224,0.047384,7.540723,9.196906,13.577206,3.331982
65,0.621000,0.113000,0.266000,83.693000,0.454000,72.000000,36.990000,9.213000,0.232000,34.189930,8.188353,0.312935,2.800070,1.024647,0.080935,7.569803,11.121756,34.885812,3.905653
66,0.621000,0.113000,0.266000,83.693000,0.454000,96.000000,39.848000,9.469000,0.165000,38.016247,8.396927,0.229486,1.831753,1.072073,0.064486,4.596851,11.321925,39.082589,2.968313
67,0.623000,0.140000,0.236000,145.825000,0.256000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
68,0.623000,0.140000,0.236000,145.825000,0.256000,1.000000,6.435000,4.494000,0.505000,3.162902,2.504060,0.356978,3.272098,1.989940,0.148022,50.848448,44.279939,29.311352,5.410060
69,0.623000,0.140000,0.236000,145.825000,0.256000,2.000000,8.155000,6.836000,0.739000,5.744096,6.353797,0.639165,2.410904,0.482203,0.099835,29.563509,7.053870,13.509531,2.992942
70,0.623000,0.140000,0.236000,145.825000,0.256000,4.000000,10.420000,9.697000,1.060000,8.883946,10.891868,1.153508,1.536054,1.194868,0.093508,14.741397,12.322034,8.821550,2.824430
71,0.623000,0.140000,0.236000,145.825000,0.256000,6.000000,12.127000,11.479000,1.294000,10.251603,11.887341,1.348030,1.875397,0.408341,0.054030,15.464640,3.557292,4.175460,2.337769
72,0.623000,0.140000,0.236000,145.825000,0.256000,8.000000,13.572000,12.731000,1.483000,11.510935,12.822554,1.518052,2.061065,0.091554,0.035052,15.186157,0.719139,2.363618,2.187671
73,0.623000,0.140000,0.236000,145.825000,0.256000,12.000000,16.038000,14.412000,1.778000,13.999126,14.460249,1.831827,2.038874,0.048249,0.053827,12.712767,0.334783,3.027379,2.140949
74,0.623000,0.140000,0.236000,145.825000,0.256000,24.000000,21.824000,16.906000,2.322000,18.955351,16.489683,2.301709,2.868649,0.416317,0.020291,13.144470,2.462539,0.873851,3.305257
75,0.623000,0.140000,0.236000,145.825000,0.256000,48.000000,30.331000,18.818000,2.761000,25.295486,17.745770,2.567447,5.035514,1.072230,0.193553,16.601871,5.697898,7.010243,6.301297
76,0.623000,0.140000,0.236000,145.825000,0.256000,72.000000,36.821000,19.682000,2.845000,33.290508,18.519579,2.664556,3.530492,1.162421,0.180444,9.588256,5.906011,6.342486,4.873357
77,0.623000,0.140000,0.236000,145.825000,0.256000,96.000000,42.096000,20.198000,2.776000,41.082684,18.766296,2.174335,1.013316,1.431704,0.601665,2.407156,7.088343,21.673828,3.046686
78,0.554000,0.149000,0.298000,123.874000,0.760000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
79,0.554000,0.149000,0.298000,123.874000,0.760000,1.000000,5.881000,8.397000,0.626000,3.240834,8.900031,0.847164,2.640166,0.503031,0.221164,44.893143,5.990605,35.329737,3.364361
80,0.554000,0.149000,0.298000,123.874000,0.760000,2.000000,7.611000,11.288000,0.871000,5.593252,11.838136,1.142856,2.017748,0.550136,0.271856,26.510949,4.873633,31.211954,2.839740
81,0.554000,0.149000,0.298000,123.874000,0.760000,4.000000,10.188000,13.957000,1.163000,6.822983,13.212766,1.237937,3.365017,0.744234,0.074937,33.029218,5.332337,6.443440,4.184188
82,0.554000,0.149000,0.298000,123.874000,0.760000,6.000000,12.312000,15.279000,1.336000,8.158589,14.005193,1.304007,4.153411,1.273807,0.031993,33.734654,8.336980,2.394682,5.459211
83,0.554000,0.149000,0.298000,123.874000,0.760000,8.000000,14.198000,16.090000,1.443000,9.494198,14.797618,1.370077,4.703802,1.292382,0.072923,33.130033,8.032207,5.053593,6.069108
84,0.554000,0.149000,0.298000,123.874000,0.760000,12.000000,17.516000,17.057000,1.542000,12.278767,16.315016,1.504043,5.237233,0.741984,0.037957,29.899711,4.350028,2.461568,6.017175
85,0.554000,0.149000,0.298000,123.874000,0.760000,24.000000,25.314000,18.295000,1.462000,21.062775,18.780819,1.641671,4.251225,0.485819,0.179671,16.793969,2.655474,12.289370,4.916715
